"","year","spsum","order","slope","slope_perc","significance","unct","x","ymax","ymin","font_face"
"138",2016,281912.195187745,"Stream Order = 5","-421","-0.15",0.0207439174201465,"0.048",2007,302188.735359928,268948.355368909,"bold"
"139",2017,295598.552327061,"Stream Order = 5","-421","-0.15",0.0207439174201465,"0.048",2007,302188.735359928,268948.355368909,"bold"
"140",2018,286940.261106248,"Stream Order = 5","-421","-0.15",0.0207439174201465,"0.048",2007,302188.735359928,268948.355368909,"bold"
"141",1984,151952.502669109,"Stream Order = 4","-77","-0.053",0.744320134380572,"0.05",2007,153136.137884502,138413.973471671,"plain"
"142",1985,147353.568172469,"Stream Order = 4","-77","-0.053",0.744320134380572,"0.05",2007,153136.137884502,138413.973471671,"plain"
"143",1986,147444.516381187,"Stream Order = 4","-77","-0.053",0.744320134380572,"0.05",2007,153136.137884502,138413.973471671,"plain"
"144",1987,142894.208617832,"Stream Order = 4","-77","-0.053",0.744320134380572,"0.05",2007,153136.137884502,138413.973471671,"plain"
"145",1988,151724.145263286,"Stream Order = 4","-77","-0.053",0.744320134380572,"0.05",2007,153136.137884502,138413.973471671,"plain"
"146",1989,150392.440601173,"Stream Order = 4","-77","-0.053",0.744320134380572,"0.05",2007,153136.137884502,138413.973471671,"plain"
"147",1990,149961.908011906,"Stream Order = 4","-77","-0.053",0.744320134380572,"0.05",2007,153136.137884502,138413.973471671,"plain"
"148",1991,149112.903191702,"Stream Order = 4","-77","-0.053",0.744320134380572,"0.05",2007,153136.137884502,138413.973471671,"plain"
"149",1992,138413.973471671,"Stream Order = 4","-77","-0.053",0.744320134380572,"0.05",2007,153136.137884502,138413.973471671,"plain"
"150",1993,149468.379139648,"Stream Order = 4","-77","-0.053",0.744320134380572,"0.05",2007,153136.137884502,138413.973471671,"plain"
"151",1994,148744.236236681,"Stream Order = 4","-77","-0.053",0.744320134380572,"0.05",2007,153136.137884502,138413.973471671,"plain"
"152",1995,149571.585061332,"Stream Order = 4","-77","-0.053",0.744320134380572,"0.05",2007,153136.137884502,138413.973471671,"plain"
"153",1996,151198.995124291,"Stream Order = 4","-77","-0.053",0.744320134380572,"0.05",2007,153136.137884502,138413.973471671,"plain"
"154",1997,142431.599606657,"Stream Order = 4","-77","-0.053",0.744320134380572,"0.05",2007,153136.137884502,138413.973471671,"plain"
"155",1998,153136.137884502,"Stream Order = 4","-77","-0.053",0.744320134380572,"0.05",2007,153136.137884502,138413.973471671,"plain"
"156",1999,149560.578637132,"Stream Order = 4","-77","-0.053",0.744320134380572,"0.05",2007,153136.137884502,138413.973471671,"plain"
"157",2000,147663.76822531,"Stream Order = 4","-77","-0.053",0.744320134380572,"0.05",2007,153136.137884502,138413.973471671,"plain"
"158",2001,141451.224150859,"Stream Order = 4","-77","-0.053",0.744320134380572,"0.05",2007,153136.137884502,138413.973471671,"plain"
"159",2002,142100.926849407,"Stream Order = 4","-77","-0.053",0.744320134380572,"0.05",2007,153136.137884502,138413.973471671,"plain"
"160",2003,139626.521291296,"Stream Order = 4","-77","-0.053",0.744320134380572,"0.05",2007,153136.137884502,138413.973471671,"plain"
"161",2004,138492.469170321,"Stream Order = 4","-77","-0.053",0.744320134380572,"0.05",2007,153136.137884502,138413.973471671,"plain"
"162",2005,139061.487355823,"Stream Order = 4","-77","-0.053",0.744320134380572,"0.05",2007,153136.137884502,138413.973471671,"plain"
"163",2006,140235.03475582,"Stream Order = 4","-77","-0.053",0.744320134380572,"0.05",2007,153136.137884502,138413.973471671,"plain"
"164",2007,145305.769321318,"Stream Order = 4","-77","-0.053",0.744320134380572,"0.05",2007,153136.137884502,138413.973471671,"plain"
"165",2008,146256.648768558,"Stream Order = 4","-77","-0.053",0.744320134380572,"0.05",2007,153136.137884502,138413.973471671,"plain"
"166",2009,141366.870479282,"Stream Order = 4","-77","-0.053",0.744320134380572,"0.05",2007,153136.137884502,138413.973471671,"plain"
"167",2010,149619.269845997,"Stream Order = 4","-77","-0.053",0.744320134380572,"0.05",2007,153136.137884502,138413.973471671,"plain"
"168",2011,148849.924455488,"Stream Order = 4","-77","-0.053",0.744320134380572,"0.05",2007,153136.137884502,138413.973471671,"plain"
"169",2012,143064.146259255,"Stream Order = 4","-77","-0.053",0.744320134380572,"0.05",2007,153136.137884502,138413.973471671,"plain"
"170",2013,148045.82546366,"Stream Order = 4","-77","-0.053",0.744320134380572,"0.05",2007,153136.137884502,138413.973471671,"plain"
"171",2014,143269.422723907,"Stream Order = 4","-77","-0.053",0.744320134380572,"0.05",2007,153136.137884502,138413.973471671,"plain"
"172",2015,144077.622799079,"Stream Order = 4","-77","-0.053",0.744320134380572,"0.05",2007,153136.137884502,138413.973471671,"plain"
"173",2016,148883.704108147,"Stream Order = 4","-77","-0.053",0.744320134380572,"0.05",2007,153136.137884502,138413.973471671,"plain"
"174",2017,152193.239637242,"Stream Order = 4","-77","-0.053",0.744320134380572,"0.05",2007,153136.137884502,138413.973471671,"plain"
"175",2018,150246.13098272,"Stream Order = 4","-77","-0.053",0.744320134380572,"0.05",2007,153136.137884502,138413.973471671,"plain"
"176",1984,107713.619191434,"Stream Order = 3","-31","-0.03",0.835586434112585,"0.052",1995,108334.077016598,97672.1768180401,"plain"
"177",1985,103938.139420224,"Stream Order = 3","-31","-0.03",0.835586434112585,"0.052",1995,108334.077016598,97672.1768180401,"plain"
"178",1986,103427.174421942,"Stream Order = 3","-31","-0.03",0.835586434112585,"0.052",1995,108334.077016598,97672.1768180401,"plain"
"179",1987,101784.450417376,"Stream Order = 3","-31","-0.03",0.835586434112585,"0.052",1995,108334.077016598,97672.1768180401,"plain"
"180",1988,107758.069948055,"Stream Order = 3","-31","-0.03",0.835586434112585,"0.052",1995,108334.077016598,97672.1768180401,"plain"
"181",1989,105185.314326134,"Stream Order = 3","-31","-0.03",0.835586434112585,"0.052",1995,108334.077016598,97672.1768180401,"plain"
"182",1990,105194.937166883,"Stream Order = 3","-31","-0.03",0.835586434112585,"0.052",1995,108334.077016598,97672.1768180401,"plain"
"183",1991,104241.67668651,"Stream Order = 3","-31","-0.03",0.835586434112585,"0.052",1995,108334.077016598,97672.1768180401,"plain"
"184",1992,97779.1915158304,"Stream Order = 3","-31","-0.03",0.835586434112585,"0.052",1995,108334.077016598,97672.1768180401,"plain"
"185",1993,105149.064935417,"Stream Order = 3","-31","-0.03",0.835586434112585,"0.052",1995,108334.077016598,97672.1768180401,"plain"
"186",1994,103341.00868957,"Stream Order = 3","-31","-0.03",0.835586434112585,"0.052",1995,108334.077016598,97672.1768180401,"plain"
"187",1995,105581.457046618,"Stream Order = 3","-31","-0.03",0.835586434112585,"0.052",1995,108334.077016598,97672.1768180401,"plain"
"188",1996,106013.138553228,"Stream Order = 3","-31","-0.03",0.835586434112585,"0.052",1995,108334.077016598,97672.1768180401,"plain"
"189",1997,99570.0446992727,"Stream Order = 3","-31","-0.03",0.835586434112585,"0.052",1995,108334.077016598,97672.1768180401,"plain"
"190",1998,108334.077016598,"Stream Order = 3","-31","-0.03",0.835586434112585,"0.052",1995,108334.077016598,97672.1768180401,"plain"
"191",1999,105485.628044649,"Stream Order = 3","-31","-0.03",0.835586434112585,"0.052",1995,108334.077016598,97672.1768180401,"plain"
"192",2000,104113.53909246,"Stream Order = 3","-31","-0.03",0.835586434112585,"0.052",1995,108334.077016598,97672.1768180401,"plain"
"193",2001,99778.8062254551,"Stream Order = 3","-31","-0.03",0.835586434112585,"0.052",1995,108334.077016598,97672.1768180401,"plain"
"194",2002,99552.9028104757,"Stream Order = 3","-31","-0.03",0.835586434112585,"0.052",1995,108334.077016598,97672.1768180401,"plain"
"195",2003,98671.8611699668,"Stream Order = 3","-31","-0.03",0.835586434112585,"0.052",1995,108334.077016598,97672.1768180401,"plain"
"196",2004,97672.1768180401,"Stream Order = 3","-31","-0.03",0.835586434112585,"0.052",1995,108334.077016598,97672.1768180401,"plain"
"197",2005,98541.4296167819,"Stream Order = 3","-31","-0.03",0.835586434112585,"0.052",1995,108334.077016598,97672.1768180401,"plain"
"198",2006,100046.071310787,"Stream Order = 3","-31","-0.03",0.835586434112585,"0.052",1995,108334.077016598,97672.1768180401,"plain"
"199",2007,101642.185922491,"Stream Order = 3","-31","-0.03",0.835586434112585,"0.052",1995,108334.077016598,97672.1768180401,"plain"
"200",2008,103158.330298253,"Stream Order = 3","-31","-0.03",0.835586434112585,"0.052",1995,108334.077016598,97672.1768180401,"plain"
"201",2009,99419.117480597,"Stream Order = 3","-31","-0.03",0.835586434112585,"0.052",1995,108334.077016598,97672.1768180401,"plain"
"202",2010,106708.491845948,"Stream Order = 3","-31","-0.03",0.835586434112585,"0.052",1995,108334.077016598,97672.1768180401,"plain"
"203",2011,105269.519707108,"Stream Order = 3","-31","-0.03",0.835586434112585,"0.052",1995,108334.077016598,97672.1768180401,"plain"
"204",2012,102299.036622931,"Stream Order = 3","-31","-0.03",0.835586434112585,"0.052",1995,108334.077016598,97672.1768180401,"plain"
"205",2013,104630.649672632,"Stream Order = 3","-31","-0.03",0.835586434112585,"0.052",1995,108334.077016598,97672.1768180401,"plain"
"206",2014,101923.418284417,"Stream Order = 3","-31","-0.03",0.835586434112585,"0.052",1995,108334.077016598,97672.1768180401,"plain"
"207",2015,100346.85519101,"Stream Order = 3","-31","-0.03",0.835586434112585,"0.052",1995,108334.077016598,97672.1768180401,"plain"
"208",2016,106153.755833105,"Stream Order = 3","-31","-0.03",0.835586434112585,"0.052",1995,108334.077016598,97672.1768180401,"plain"
"209",2017,107968.598312339,"Stream Order = 3","-31","-0.03",0.835586434112585,"0.052",1995,108334.077016598,97672.1768180401,"plain"
"210",2018,106667.467166391,"Stream Order = 3","-31","-0.03",0.835586434112585,"0.052",1995,108334.077016598,97672.1768180401,"plain"
"211",1984,89457.3904584201,"Stream Order = 2","18","0.021",0.389889533764703,"0.054",1995,91142.1482370254,81585.1722077942,"plain"
"212",1985,85505.3360775396,"Stream Order = 2","18","0.021",0.389889533764703,"0.054",1995,91142.1482370254,81585.1722077942,"plain"
"213",1986,85432.4731642561,"Stream Order = 2","18","0.021",0.389889533764703,"0.054",1995,91142.1482370254,81585.1722077942,"plain"
"214",1987,84409.4377550167,"Stream Order = 2","18","0.021",0.389889533764703,"0.054",1995,91142.1482370254,81585.1722077942,"plain"
"215",1988,89872.4125569809,"Stream Order = 2","18","0.021",0.389889533764703,"0.054",1995,91142.1482370254,81585.1722077942,"plain"
"216",1989,87227.5884303526,"Stream Order = 2","18","0.021",0.389889533764703,"0.054",1995,91142.1482370254,81585.1722077942,"plain"
"217",1990,87623.629126257,"Stream Order = 2","18","0.021",0.389889533764703,"0.054",1995,91142.1482370254,81585.1722077942,"plain"
"218",1991,86178.6491733448,"Stream Order = 2","18","0.021",0.389889533764703,"0.054",1995,91142.1482370254,81585.1722077942,"plain"
"219",1992,81585.1722077942,"Stream Order = 2","18","0.021",0.389889533764703,"0.054",1995,91142.1482370254,81585.1722077942,"plain"
"220",1993,87202.5778498068,"Stream Order = 2","18","0.021",0.389889533764703,"0.054",1995,91142.1482370254,81585.1722077942,"plain"
"221",1994,85554.4333567886,"Stream Order = 2","18","0.021",0.389889533764703,"0.054",1995,91142.1482370254,81585.1722077942,"plain"
"222",1995,88395.6915005501,"Stream Order = 2","18","0.021",0.389889533764703,"0.054",1995,91142.1482370254,81585.1722077942,"plain"
"223",1996,88202.6225128702,"Stream Order = 2","18","0.021",0.389889533764703,"0.054",1995,91142.1482370254,81585.1722077942,"plain"
"224",1997,82576.5788262988,"Stream Order = 2","18","0.021",0.389889533764703,"0.054",1995,91142.1482370254,81585.1722077942,"plain"
"225",1998,91142.1482370254,"Stream Order = 2","18","0.021",0.389889533764703,"0.054",1995,91142.1482370254,81585.1722077942,"plain"
"226",1999,88017.4696467231,"Stream Order = 2","18","0.021",0.389889533764703,"0.054",1995,91142.1482370254,81585.1722077942,"plain"
"227",2000,86712.3880513866,"Stream Order = 2","18","0.021",0.389889533764703,"0.054",1995,91142.1482370254,81585.1722077942,"plain"
"228",2001,82690.7408369805,"Stream Order = 2","18","0.021",0.389889533764703,"0.054",1995,91142.1482370254,81585.1722077942,"plain"
"229",2002,83075.6109358282,"Stream Order = 2","18","0.021",0.389889533764703,"0.054",1995,91142.1482370254,81585.1722077942,"plain"
"230",2003,82696.3692205546,"Stream Order = 2","18","0.021",0.389889533764703,"0.054",1995,91142.1482370254,81585.1722077942,"plain"
"231",2004,81931.8476984122,"Stream Order = 2","18","0.021",0.389889533764703,"0.054",1995,91142.1482370254,81585.1722077942,"plain"
"232",2005,83254.7141858337,"Stream Order = 2","18","0.021",0.389889533764703,"0.054",1995,91142.1482370254,81585.1722077942,"plain"
"233",2006,83999.4439750884,"Stream Order = 2","18","0.021",0.389889533764703,"0.054",1995,91142.1482370254,81585.1722077942,"plain"
"234",2007,85262.193041877,"Stream Order = 2","18","0.021",0.389889533764703,"0.054",1995,91142.1482370254,81585.1722077942,"plain"
"235",2008,86475.0950103344,"Stream Order = 2","18","0.021",0.389889533764703,"0.054",1995,91142.1482370254,81585.1722077942,"plain"
"236",2009,82844.363381953,"Stream Order = 2","18","0.021",0.389889533764703,"0.054",1995,91142.1482370254,81585.1722077942,"plain"
"237",2010,90196.2451680894,"Stream Order = 2","18","0.021",0.389889533764703,"0.054",1995,91142.1482370254,81585.1722077942,"plain"
"238",2011,88778.9048145125,"Stream Order = 2","18","0.021",0.389889533764703,"0.054",1995,91142.1482370254,81585.1722077942,"plain"
"239",2012,86253.5278899802,"Stream Order = 2","18","0.021",0.389889533764703,"0.054",1995,91142.1482370254,81585.1722077942,"plain"
"240",2013,87567.7889121913,"Stream Order = 2","18","0.021",0.389889533764703,"0.054",1995,91142.1482370254,81585.1722077942,"plain"
"241",2014,85264.7713448119,"Stream Order = 2","18","0.021",0.389889533764703,"0.054",1995,91142.1482370254,81585.1722077942,"plain"
"242",2015,83690.281349623,"Stream Order = 2","18","0.021",0.389889533764703,"0.054",1995,91142.1482370254,81585.1722077942,"plain"
"243",2016,89344.8036792034,"Stream Order = 2","18","0.021",0.389889533764703,"0.054",1995,91142.1482370254,81585.1722077942,"plain"
"244",2017,91090.8396140557,"Stream Order = 2","18","0.021",0.389889533764703,"0.054",1995,91142.1482370254,81585.1722077942,"plain"
"245",2018,89535.3769247904,"Stream Order = 2","18","0.021",0.389889533764703,"0.054",1995,91142.1482370254,81585.1722077942,"plain"
"246",1984,135188.128969636,"Stream Order = 1","187","0.14",0.0150485434544013,"0.062",1995,141722.349849924,122266.926046272,"bold"
"247",1985,127492.194653271,"Stream Order = 1","187","0.14",0.0150485434544013,"0.062",1995,141722.349849924,122266.926046272,"bold"
"248",1986,127078.540102094,"Stream Order = 1","187","0.14",0.0150485434544013,"0.062",1995,141722.349849924,122266.926046272,"bold"
"249",1987,124980.813611776,"Stream Order = 1","187","0.14",0.0150485434544013,"0.062",1995,141722.349849924,122266.926046272,"bold"
"250",1988,135036.248533934,"Stream Order = 1","187","0.14",0.0150485434544013,"0.062",1995,141722.349849924,122266.926046272,"bold"
"251",1989,130075.648499089,"Stream Order = 1","187","0.14",0.0150485434544013,"0.062",1995,141722.349849924,122266.926046272,"bold"
"252",1990,130954.81840626,"Stream Order = 1","187","0.14",0.0150485434544013,"0.062",1995,141722.349849924,122266.926046272,"bold"
"253",1991,127643.803456343,"Stream Order = 1","187","0.14",0.0150485434544013,"0.062",1995,141722.349849924,122266.926046272,"bold"
"254",1992,123505.730054193,"Stream Order = 1","187","0.14",0.0150485434544013,"0.062",1995,141722.349849924,122266.926046272,"bold"
"255",1993,130184.11816836,"Stream Order = 1","187","0.14",0.0150485434544013,"0.062",1995,141722.349849924,122266.926046272,"bold"
"256",1994,129017.261602838,"Stream Order = 1","187","0.14",0.0150485434544013,"0.062",1995,141722.349849924,122266.926046272,"bold"
"257",1995,133268.546520034,"Stream Order = 1","187","0.14",0.0150485434544013,"0.062",1995,141722.349849924,122266.926046272,"bold"
"258",1996,132924.143888724,"Stream Order = 1","187","0.14",0.0150485434544013,"0.062",1995,141722.349849924,122266.926046272,"bold"
"259",1997,122266.926046272,"Stream Order = 1","187","0.14",0.0150485434544013,"0.062",1995,141722.349849924,122266.926046272,"bold"
"260",1998,136470.898660223,"Stream Order = 1","187","0.14",0.0150485434544013,"0.062",1995,141722.349849924,122266.926046272,"bold"
"261",1999,136273.23701096,"Stream Order = 1","187","0.14",0.0150485434544013,"0.062",1995,141722.349849924,122266.926046272,"bold"
"262",2000,131719.287411128,"Stream Order = 1","187","0.14",0.0150485434544013,"0.062",1995,141722.349849924,122266.926046272,"bold"
"263",2001,126201.091596415,"Stream Order = 1","187","0.14",0.0150485434544013,"0.062",1995,141722.349849924,122266.926046272,"bold"
"264",2002,125713.945827021,"Stream Order = 1","187","0.14",0.0150485434544013,"0.062",1995,141722.349849924,122266.926046272,"bold"
"265",2003,125561.56023095,"Stream Order = 1","187","0.14",0.0150485434544013,"0.062",1995,141722.349849924,122266.926046272,"bold"
"266",2004,124208.529611666,"Stream Order = 1","187","0.14",0.0150485434544013,"0.062",1995,141722.349849924,122266.926046272,"bold"
"267",2005,128513.773788928,"Stream Order = 1","187","0.14",0.0150485434544013,"0.062",1995,141722.349849924,122266.926046272,"bold"
"268",2006,128828.41156635,"Stream Order = 1","187","0.14",0.0150485434544013,"0.062",1995,141722.349849924,122266.926046272,"bold"
"269",2007,131710.124507645,"Stream Order = 1","187","0.14",0.0150485434544013,"0.062",1995,141722.349849924,122266.926046272,"bold"
"270",2008,133666.983566599,"Stream Order = 1","187","0.14",0.0150485434544013,"0.062",1995,141722.349849924,122266.926046272,"bold"
"271",2009,125972.062594201,"Stream Order = 1","187","0.14",0.0150485434544013,"0.062",1995,141722.349849924,122266.926046272,"bold"
"272",2010,140333.226212502,"Stream Order = 1","187","0.14",0.0150485434544013,"0.062",1995,141722.349849924,122266.926046272,"bold"
"273",2011,136019.83123146,"Stream Order = 1","187","0.14",0.0150485434544013,"0.062",1995,141722.349849924,122266.926046272,"bold"
"274",2012,132748.515158682,"Stream Order = 1","187","0.14",0.0150485434544013,"0.062",1995,141722.349849924,122266.926046272,"bold"
"275",2013,134983.08705066,"Stream Order = 1","187","0.14",0.0150485434544013,"0.062",1995,141722.349849924,122266.926046272,"bold"
"276",2014,128347.760686348,"Stream Order = 1","187","0.14",0.0150485434544013,"0.062",1995,141722.349849924,122266.926046272,"bold"
"277",2015,126439.240883381,"Stream Order = 1","187","0.14",0.0150485434544013,"0.062",1995,141722.349849924,122266.926046272,"bold"
"278",2016,137532.383527737,"Stream Order = 1","187","0.14",0.0150485434544013,"0.062",1995,141722.349849924,122266.926046272,"bold"
"279",2017,141722.349849924,"Stream Order = 1","187","0.14",0.0150485434544013,"0.062",1995,141722.349849924,122266.926046272,"bold"
"280",2018,141514.326481892,"Stream Order = 1","187","0.14",0.0150485434544013,"0.062",1995,141722.349849924,122266.926046272,"bold"
